HydroUnit,CUR_RCG_M,FOR_RCG_M,SAV_RCG_M,DLTA_FOR_M,DLTA_SAV_M,DLTA_FOR_PRC,DLTA_SAV_PRC
299,10.64823108,10.6021563,9.682125009,-0.046074788,-0.966106074,-0.00432699,-0.090729255
300,8.397607054,8.401330135,7.618660396,0.003723081,-0.778946658,0.00044335,-0.092758169
301,7.471608884,7.683264034,6.70425107,0.211655151,-0.767357814,0.028327922,-0.102703156
302,6.995215985,7.139109468,6.212066095,0.143893483,-0.78314989,0.02057027,-0.111955069
303,6.939276498,7.082568296,6.120927221,0.143291798,-0.818349278,0.020649386,-0.117930058
304,8.839915237,9.077887292,8.247718191,0.237972055,-0.592197046,0.026920174,-0.066991258
305,9.593238157,9.533288801,8.242465336,-0.059949356,-1.350772821,-0.006249126,-0.140804679
306,8.562827424,8.730135282,7.771595109,0.167307858,-0.791232315,0.019538857,-0.09240316
307,7.470839861,7.548748465,6.512014638,0.077908604,-0.958825223,0.01042836,-0.128342361
308,7.803672509,7.867559764,6.967530183,0.063887255,-0.836142326,0.008186819,-0.107147285
309,6.992461756,7.297107878,6.422189986,0.304646122,-0.57027177,0.043567792,-0.081555222
310,8.092293652,8.111427671,7.267564743,0.019134019,-0.824728908,0.002364474,-0.101915346
311,7.766329466,8.063309884,7.009920962,0.296980418,-0.756408504,0.038239482,-0.097395881
312,7.515016249,7.794606297,6.921448804,0.279590048,-0.593567445,0.037204184,-0.078984187
313,8.405384339,8.443884976,7.426241882,0.038500636,-0.979142457,0.004580473,-0.116489909
314,7.889222751,8.126066297,7.053995432,0.236843546,-0.835227319,0.030021151,-0.105869405
315,8.839526789,8.947916935,8.194148312,0.108390146,-0.645378476,0.012261985,-0.073010523
316,9.818513711,9.924921685,9.25625161,0.106407974,-0.562262101,0.010837483,-0.0572655
317,7.147096476,7.259001582,6.226942249,0.111905106,-0.920154227,0.015657422,-0.128745181
318,10.00682151,10.11001562,9.516125454,0.10319412,-0.490696051,0.010312377,-0.049036155
319,7.48791378,7.689871697,6.880438135,0.201957917,-0.607475645,0.026971186,-0.081127489
320,7.420492984,7.806555747,6.686855647,0.386062763,-0.733637337,0.052026565,-0.098866388
321,8.996761103,9.25753186,8.325360435,0.260770757,-0.671400668,0.02898496,-0.074626931
322,7.186044446,7.54184053,6.553575695,0.355796083,-0.632468751,0.049512091,-0.088013476
323,8.311834607,8.661262456,7.633748779,0.349427849,-0.678085828,0.042039798,-0.081580765
324,8.37098197,8.510316675,7.457074721,0.139334706,-0.913907249,0.016644965,-0.109175632
325,9.781666258,9.78058592,8.739937323,-0.001080338,-1.041728935,-0.000110445,-0.106498107
326,10.61113753,10.65008234,10.29134773,0.038944805,-0.319789806,0.003670182,-0.030137184
327,7.748757899,7.839134449,6.989505682,0.09037655,-0.759252217,0.01166336,-0.097983732
328,7.774141618,7.849842181,6.851480021,0.075700563,-0.922661597,0.009737482,-0.118683405
329,8.346923137,8.411072861,7.489906968,0.064149723,-0.85701617,0.007685434,-0.102674501
330,9.34595039,9.509414285,8.414716486,0.163463895,-0.931233904,0.017490345,-0.099640365
331,9.482743553,9.550157396,8.559066947,0.067413843,-0.923676606,0.007109107,-0.097406051
332,8.209333046,8.255982023,7.156767026,0.046648977,-1.05256602,0.005682432,-0.128215778
333,10.29733737,10.47644108,9.599474402,0.179103708,-0.697862968,0.017393206,-0.067771206
334,9.021003239,8.983252194,8.102861553,-0.037751045,-0.918141686,-0.004184795,-0.101778224
335,9.359058167,9.378342126,8.32522164,0.019283959,-1.033836528,0.002060459,-0.110463736
336,9.229121255,9.271079217,8.105144986,0.041957961,-1.123976269,0.004546257,-0.121785838
337,9.798383505,9.791081896,8.839623074,-0.007301609,-0.958760431,-0.000745185,-0.097848837
338,9.293593548,9.259160345,8.213994595,-0.034433203,-1.079598953,-0.003705047,-0.116165932
339,7.656933867,7.712286401,6.580920437,0.055352534,-1.07601343,0.007229073,-0.140527978
340,7.872386638,8.179852063,7.140210095,0.307465424,-0.732176543,0.03905619,-0.093005664
341,7.319506036,7.678881934,6.89546325,0.359375897,-0.424042786,0.049098381,-0.057933252
342,12.79582214,12.85144841,12.57198497,0.055626267,-0.223837168,0.004347221,-0.017492988
343,8.042235462,8.265532385,7.572987809,0.223296923,-0.469247654,0.027765529,-0.058347913
344,8.930459792,8.910764915,7.912723874,-0.019694877,-1.017735918,-0.00220536,-0.11396232
345,9.17904262,9.276759738,8.276486704,0.097717118,-0.902555916,0.010645676,-0.098327892
346,11.66605636,11.69631128,11.20538015,0.030254921,-0.460676211,0.002593415,-0.039488598
347,7.966115473,7.927425592,6.813324901,-0.038689881,-1.152790572,-0.004856807,-0.144711758
348,9.342091635,9.329015847,8.518051962,-0.013075788,-0.824039673,-0.001399664,-0.088207192
349,10.94678578,11.03858584,10.58064267,0.091800066,-0.366143106,0.008386029,-0.033447545
350,7.478423062,7.665875244,6.557772833,0.187452182,-0.920650229,0.025065737,-0.123107535
351,9.453704483,9.47114622,8.558608442,0.017441737,-0.895096041,0.001844963,-0.094682042
352,8.220687274,8.269580091,7.264891079,0.048892817,-0.955796195,0.005947534,-0.116267188
353,8.096762145,8.179109077,7.138589832,0.082346932,-0.958172313,0.010170353,-0.118340183
354,9.33929602,9.305327873,8.275743573,-0.033968147,-1.063552447,-0.003637121,-0.113879295
355,7.196601304,7.427201817,6.385473209,0.230600513,-0.811128095,0.032042975,-0.112709883
356,9.226653037,9.324621038,8.437528316,0.097968001,-0.789124721,0.010617935,-0.08552665
357,8.976784448,9.058467429,8.018516714,0.081682981,-0.958267734,0.009099359,-0.106749554
358,9.349998933,9.280280571,8.290727826,-0.069718362,-1.059271107,-0.00745651,-0.11329104
359,8.457553558,8.457103556,7.330337919,-0.000450002,-1.127215638,-5.32071E-05,-0.133279161
360,7.835065405,7.878593549,6.851841202,0.043528144,-0.983224204,0.005555556,-0.125490236
361,8.429875711,8.370353632,7.331491908,-0.05952208,-1.098383803,-0.007060849,-0.13029656
362,8.645348392,8.673891279,7.602888118,0.028542887,-1.042460275,0.003301531,-0.120580482
363,9.344721113,9.272832372,8.11786539,-0.071888741,-1.226855723,-0.007692979,-0.13128864
364,8.54483454,8.564855388,7.478091071,0.020020847,-1.066743469,0.002343035,-0.12484074
365,7.709899038,7.785174508,6.595853097,0.075275471,-1.114045941,0.009763483,-0.144495529
366,8.85215418,8.911058934,8.011047924,0.058904754,-0.841106256,0.006654285,-0.095017127
367,8.520164581,8.520227158,7.425807071,6.25771E-05,-1.09435751,7.34459E-06,-0.128443236
368,9.792961188,10.25872849,9.578672241,0.465767301,-0.214288947,0.047561436,-0.021881936
369,8.510713359,8.781954871,7.970860815,0.271241512,-0.539852544,0.031870597,-0.063432114
370,9.295937548,9.55730342,8.837290681,0.261365872,-0.458646867,0.028116139,-0.04933842
371,7.321153212,7.419641478,6.405646163,0.098488266,-0.915507049,0.013452562,-0.125049568
372,9.740942842,9.901443038,9.128213045,0.160500196,-0.612729797,0.016476865,-0.062902514
373,7.249552867,7.201588555,6.048819328,-0.047964312,-1.200733538,-0.006616175,-0.165628634
374,8.148535366,8.151767602,7.147983194,0.003232235,-1.000552173,0.000396665,-0.122789204
375,8.34168481,8.401346396,7.338863056,0.059661586,-1.002821754,0.007152223,-0.120218131
376,9.250752093,9.226702899,8.30877674,-0.024049195,-0.941975353,-0.002599702,-0.101826894
377,7.462552866,7.441693378,6.285092029,-0.020859489,-1.177460838,-0.002795222,-0.157782579
378,8.680573816,8.8883972,7.832808165,0.207823384,-0.847765651,0.023941204,-0.097662398
379,7.393537895,7.421438127,6.380719609,0.027900233,-1.012818285,0.003773597,-0.136986961
380,8.933605873,9.036818164,7.938674773,0.103212291,-0.9949311,0.011553262,-0.111369487
381,7.506436476,7.457575008,6.39627883,-0.048861468,-1.110157646,-0.006509276,-0.147894097
382,7.136679682,7.086828979,6.11303819,-0.049850703,-1.023641492,-0.00698514,-0.143433857
383,8.815408959,8.962518193,8.254418103,0.147109234,-0.560990856,0.016687738,-0.06363753
384,8.225830992,8.237884723,7.031094782,0.012053731,-1.19473621,0.001465351,-0.145242008
385,9.70021504,9.74011662,8.878858657,0.03990158,-0.821356384,0.004113474,-0.084674039
386,8.384025862,8.317566926,7.241707916,-0.066458936,-1.142317945,-0.007926852,-0.136249335
387,8.119846276,8.342821488,7.349977214,0.222975212,-0.769869062,0.027460521,-0.094813256
388,8.002182896,8.16493925,7.092805851,0.162756354,-0.909377045,0.020338995,-0.113641122
389,8.645569481,8.634753458,7.675222348,-0.010816023,-0.970347133,-0.001251048,-0.112236347
390,8.375643721,8.375505926,7.388285609,-0.000137795,-0.987358111,-1.64519E-05,-0.117884445
391,7.59834588,7.529531591,6.347708772,-0.06881429,-1.250637109,-0.009056483,-0.164593338
392,7.692834828,7.703436964,6.739491633,0.010602136,-0.953343195,0.001378183,-0.123926123
393,9.206048423,9.225209242,8.324542589,0.019160819,-0.881505834,0.002081329,-0.0957529
394,8.124940053,8.115909462,6.901473212,-0.009030592,-1.223466841,-0.001111466,-0.150581645
395,8.791575688,8.743603567,8.056949172,-0.047972121,-0.734626517,-0.005456601,-0.083560279
396,8.339784074,8.392723461,7.377374281,0.052939386,-0.962409793,0.006347813,-0.115399845
397,7.389971565,7.253879134,6.266523228,-0.136092431,-1.123448337,-0.018415826,-0.152023364
398,6.535223147,6.501724249,5.615408898,-0.033498897,-0.919814249,-0.0051259,-0.140747183
399,8.355727075,8.526658337,7.454412967,0.170931261,-0.901314108,0.020456779,-0.107867825
400,8.529786609,8.628912639,7.866758835,0.09912603,-0.663027775,0.011621162,-0.077730875
401,8.599499633,8.797797692,7.792548793,0.198298058,-0.80695084,0.023059255,-0.093836953
402,9.092328627,9.157562485,8.069225929,0.065233859,-1.023102698,0.007174604,-0.112523726
403,8.116898254,7.969178297,6.955601127,-0.147719957,-1.161297127,-0.018199065,-0.143071539
404,7.697762364,7.91228642,6.824703379,0.214524056,-0.873058985,0.027868366,-0.113417243
405,7.741992941,8.157304611,7.010930173,0.41531167,-0.731062768,0.053644026,-0.09442824
406,8.91680835,9.302295223,8.079021993,0.385486873,-0.837786358,0.043231486,-0.093955856
407,6.851542661,7.048647033,6.026517015,0.197104373,-0.825025646,0.028767882,-0.120414582
408,8.486800738,8.362489444,7.433526991,-0.124311294,-1.053273747,-0.014647604,-0.124107279
409,8.338887831,8.675904029,7.656771324,0.337016198,-0.682116506,0.040415006,-0.081799458
410,8.039748899,8.183133967,7.242807154,0.143385069,-0.796941745,0.017834521,-0.099125203
411,7.542380384,7.76659966,6.78150271,0.224219276,-0.760877673,0.029727919,-0.10088031
412,8.226306367,8.171975691,7.832067685,-0.054330675,-0.394238682,-0.006604504,-0.047924143
413,8.866581368,9.035598051,8.051402195,0.169016683,-0.815179173,0.019062215,-0.091938385
414,8.842142482,9.056925827,8.182954573,0.214783345,-0.659187908,0.024290871,-0.0745507
415,7.445950826,7.821704248,6.8871691,0.375753422,-0.558781726,0.050464129,-0.075045046
416,8.485637369,8.570896522,7.687428319,0.085259153,-0.79820905,0.010047466,-0.094065892
417,7.746176841,7.885125142,6.969110684,0.138948302,-0.777066157,0.017937662,-0.100316088
418,8.302185695,8.204621978,7.2082187,-0.097563718,-1.093966995,-0.01175157,-0.131768553
419,8.640750058,8.753952528,8.093333182,0.11320247,-0.547416876,0.013101,-0.063352935
420,7.169034746,7.10963336,6.117300194,-0.059401386,-1.051734552,-0.008285828,-0.146705183
421,7.755683311,7.708754077,6.633724658,-0.046929234,-1.121958653,-0.006050948,-0.144662773
422,7.511868403,7.755600195,6.703018133,0.243731792,-0.80885027,0.032446228,-0.10767631
423,7.147640678,7.233205499,6.34750541,0.085564822,-0.800135268,0.011971058,-0.111943969
424,9.126910744,9.421272869,8.464502313,0.294362124,-0.662408432,0.032252109,-0.072577507
425,8.785706443,8.953950458,8.005831447,0.168244014,-0.779874996,0.019149742,-0.088766339
426,8.776436398,9.017284038,8.068315359,0.24084764,-0.708121038,0.027442532,-0.080684347
427,7.672455895,7.695806136,6.735602376,0.023350242,-0.936853518,0.003043386,-0.122106081
428,6.989093969,7.342459265,6.331361072,0.353365296,-0.657732897,0.050559529,-0.094108464
429,8.425783333,8.805210035,7.777272727,0.379426702,-0.648510606,0.045031623,-0.076967396
430,9.198411438,9.285395008,8.22496739,0.08698357,-0.973444048,0.009456369,-0.105827409
431,7.373153914,7.672524702,6.697815348,0.299370788,-0.675338566,0.040602813,-0.091594259
432,8.429323584,8.568119324,7.467119675,0.13879574,-0.962203909,0.016465822,-0.114149599
433,8.261902853,8.366984142,7.809927594,0.105081289,-0.451975259,0.012718776,-0.054705952
434,10.93435995,10.97050359,10.78548667,0.036143637,-0.148873279,0.00330551,-0.01361518
435,10.86055322,10.85409471,10.62074537,-0.006458514,-0.239807856,-0.000594676,-0.02208063
436,8.604597403,8.874630497,7.852113413,0.270033093,-0.75248399,0.03138242,-0.087451388
437,8.322312802,8.658157192,7.653553571,0.33584439,-0.668759231,0.040354694,-0.080357377
438,9.875480004,9.900809324,9.074160336,0.025329321,-0.801319667,0.00256487,-0.081142351
439,8.585870279,8.597156653,7.853891549,0.011286374,-0.731978731,0.001314529,-0.085253877
440,10.78938065,10.89650938,10.17922675,0.107128739,-0.610153891,0.009929091,-0.056551336
441,11.9302725,11.96043704,11.62963717,0.03016454,-0.300635331,0.002528403,-0.025199368
442,10.07227096,10.27324849,9.643718519,0.200977532,-0.428552437,0.019953547,-0.042547747
443,8.082212686,8.40561662,7.439026516,0.323403934,-0.64318617,0.040014282,-0.079580456
444,10.46074304,10.54353505,10.04568668,0.082792016,-0.415056362,0.007914544,-0.039677522
445,8.554721441,8.89266534,7.912039826,0.337943899,-0.642681615,0.039503788,-0.075125955
446,7.670508868,7.976206441,6.933910334,0.305697573,-0.736598534,0.039853624,-0.096029944
447,8.517531433,8.783568792,7.710308824,0.266037359,-0.807222609,0.031234092,-0.094771897
448,11.21665396,11.29887317,10.78425623,0.082219211,-0.432397729,0.007330101,-0.038549618
449,8.508300462,8.535847087,7.532021822,0.027546625,-0.97627864,0.003237618,-0.11474426
450,8.580079075,8.485184067,7.456469231,-0.094895007,-1.123609843,-0.011059922,-0.130955651
451,8.306694021,8.553986513,7.593065399,0.247292492,-0.713628622,0.029770266,-0.085910065
452,8.50771181,8.416588818,7.44945365,-0.091122992,-1.05825816,-0.010710635,-0.124388106
453,7.929915414,8.123085729,6.955904691,0.193170316,-0.974010723,0.024359694,-0.122827379
454,7.913235999,8.053392393,7.114788747,0.140156393,-0.798447252,0.017711641,-0.10090022
455,9.47817124,9.58309356,8.619948604,0.10492232,-0.858222636,0.011069891,-0.090547281
456,7.939330243,8.108288747,7.165146025,0.168958504,-0.774184217,0.021281204,-0.097512535
457,8.719054646,8.817769726,7.861618038,0.098715079,-0.857436608,0.011321764,-0.098340548
458,9.204581202,9.180240118,8.293984429,-0.024341083,-0.910596773,-0.002644453,-0.098928648
459,7.237024238,7.334303495,6.295787024,0.097279257,-0.941237214,0.013441886,-0.130058596
460,9.441674506,9.597466369,8.911470396,0.155791863,-0.53020411,0.016500448,-0.056155728
461,8.586091985,8.622113782,7.759348425,0.036021797,-0.82674356,0.004195366,-0.096288691
462,7.422666023,7.426077262,6.432630883,0.003411239,-0.99003514,0.000459571,-0.133379993
463,8.048927641,8.395015737,7.326374408,0.346088096,-0.722553233,0.042998038,-0.089770124
464,7.704717735,7.735764221,7.010373472,0.031046486,-0.694344262,0.004029542,-0.090119364
465,10.24217621,10.33503008,9.455064124,0.092853868,-0.787112091,0.009065834,-0.076850083
466,11.76107954,11.8659467,11.31660192,0.104867157,-0.444477615,0.008916457,-0.037792246
467,7.982657796,8.047487766,7.287289715,0.064829971,-0.69536808,0.008121352,-0.087109845
468,7.528501589,7.579492546,6.648819922,0.050990957,-0.879681667,0.006773055,-0.116846846
469,12.22554428,12.27940128,11.93699958,0.053857002,-0.288544705,0.004405285,-0.023601788
470,7.121866039,7.421588664,6.448684336,0.299722625,-0.673181703,0.042084845,-0.094523219
471,7.510297451,7.401962058,6.478080444,-0.108335393,-1.032217007,-0.014424914,-0.13744023
472,7.719154775,7.931344455,7.022400863,0.21218968,-0.696753912,0.027488719,-0.09026298
473,7.714702637,7.818290623,7.045776121,0.103587986,-0.668926516,0.013427347,-0.08670801
474,10.30257363,10.63716397,9.615580211,0.334590337,-0.686993419,0.032476384,-0.066681729
475,7.749472044,7.928288801,7.08679829,0.178816757,-0.662673754,0.023074702,-0.085512116
476,6.657419167,6.835461409,5.977429781,0.178042242,-0.679989385,0.026743433,-0.102140089
477,6.46510537,6.431632381,5.481353908,-0.033472989,-0.983751462,-0.005177485,-0.152163253
478,7.907708031,8.009854479,7.035543523,0.102146448,-0.872164508,0.012917327,-0.110292958
479,10.82600921,10.91944755,10.44754279,0.093438344,-0.378466419,0.008630913,-0.034958997
480,6.824080211,6.946915089,5.92669503,0.122834879,-0.897385181,0.01800021,-0.13150273
481,12.63062234,12.7489887,12.45354818,0.118366354,-0.177074158,0.009371379,-0.014019433
482,12.31005765,12.46750857,12.1101629,0.157450926,-0.199894751,0.01279043,-0.016238328
483,10.61776221,10.66841937,9.948492914,0.050657166,-0.669269294,0.004770983,-0.06303299
484,12.98206066,13.02575695,12.81652579,0.043696288,-0.16553487,0.003365898,-0.012751047
485,7.611282986,7.649536538,6.689856137,0.038253552,-0.921426849,0.005025901,-0.121060648
486,6.289142749,6.544303464,5.762653316,0.255160715,-0.526489433,0.040571621,-0.083714022
487,10.20320053,10.43961701,9.787706196,0.236416483,-0.415494329,0.023170816,-0.040721961
488,7.722365641,7.815123606,6.869159898,0.092757965,-0.853205743,0.0120116,-0.110485023
489,8.315251466,8.300345311,7.436665311,-0.014906155,-0.878586155,-0.001792628,-0.105659601
490,7.239525876,7.292180036,6.339332117,0.05265416,-0.900193759,0.00727315,-0.124344298
491,9.788066101,9.997980499,9.346200669,0.209914397,-0.441865433,0.021445952,-0.045143282
492,8.219502013,8.474941917,7.578858228,0.255439904,-0.640643785,0.031077297,-0.077941922
493,8.63882591,8.860002248,7.897140899,0.221176339,-0.741685011,0.025602592,-0.085854839
494,9.434581329,9.452839191,8.736302568,0.018257862,-0.698278761,0.001935206,-0.074012692
495,5.672829002,6.01743065,5.144592496,0.344601649,-0.528236506,0.060745996,-0.093116945
496,7.528384661,7.68500329,6.888593144,0.156618629,-0.639791517,0.02080375,-0.084983904
497,8.411387236,8.66672453,7.790300282,0.255337294,-0.621086954,0.030356145,-0.073838826
498,8.239997339,8.285487127,7.460880308,0.045489788,-0.779117031,0.005520607,-0.094553068
499,8.93814625,9.08580211,8.459295609,0.14765586,-0.478850641,0.016519741,-0.05357382
500,6.932320155,6.94560359,5.905532844,0.013283435,-1.026787311,0.00191616,-0.148115968
501,8.837426979,9.049803201,8.466766681,0.212376222,-0.370660297,0.024031454,-0.041942106
502,12.36268404,12.55195251,12.25221496,0.189268469,-0.110469085,0.015309658,-0.008935688
503,11.39794444,11.49758141,11.04442286,0.099636971,-0.353521586,0.008741661,-0.031016258
504,8.287465681,8.379379059,7.547699148,0.091913378,-0.739766533,0.01109065,-0.0892633
505,6.579012536,6.579094254,5.488650304,8.17184E-05,-1.090362232,1.24211E-05,-0.165733418
506,12.13770896,12.32215499,12.01133755,0.184446027,-0.12637141,0.015196115,-0.010411471
507,8.095223701,8.458485895,7.471765314,0.363262193,-0.623458388,0.044873645,-0.077015585
508,7.89567709,7.895485487,7.012176503,-0.000191603,-0.883500587,-2.42669E-05,-0.111896748
509,9.676055713,9.689689222,8.884952603,0.013633509,-0.79110311,0.001408994,-0.081758842
510,7.051421527,7.049217652,6.175383022,-0.002203874,-0.876038505,-0.000312543,-0.124235731
511,8.59534328,8.712986095,7.7970873,0.117642815,-0.798255979,0.013686808,-0.09287075
512,8.659214823,8.64299231,7.801215314,-0.016222513,-0.857999509,-0.001873439,-0.09908514
513,8.155089609,8.172210852,7.261897516,0.017121243,-0.893192094,0.002099455,-0.109525724
514,8.916543062,9.19737518,8.340755973,0.280832118,-0.575787089,0.031495627,-0.064575148
515,7.796776043,8.067589786,7.194981418,0.270813743,-0.601794625,0.034734067,-0.07718506
516,10.39054026,10.51947634,9.853580483,0.128936085,-0.536959776,0.012408988,-0.051677753
517,7.978351803,8.187610227,7.296796333,0.209258424,-0.68155547,0.026228277,-0.085425598
518,9.840411143,9.82287644,8.964065152,-0.017534702,-0.876345991,-0.001781908,-0.089055831
519,7.779768521,7.921000797,6.952660527,0.141232276,-0.827107994,0.018153789,-0.106315245
520,10.35150901,10.34169596,9.619803903,-0.009813054,-0.731705109,-0.000947983,-0.07068584
521,7.241839571,7.603783012,6.696038296,0.361943441,-0.545801275,0.049979489,-0.075367767
522,9.59181683,9.834941024,9.159027888,0.243124194,-0.432788942,0.025347043,-0.045120643
523,10.65070374,10.84936275,10.37062765,0.198659008,-0.280076089,0.018652195,-0.026296487
524,7.808569404,8.110239006,7.123184762,0.301669602,-0.685384641,0.038633146,-0.087773394
525,7.512114978,7.753737737,6.849826779,0.241622758,-0.662288199,0.032164412,-0.088162681
526,12.87797197,12.99072503,12.80299884,0.112753058,-0.074973132,0.008755498,-0.005821812
527,11.0338839,11.11136028,10.37198998,0.077476382,-0.661893924,0.007021678,-0.059987392
528,8.500634116,8.680168019,7.665805216,0.179533903,-0.8348289,0.02112006,-0.098207838
529,10.67584464,10.84725568,10.31050852,0.171411039,-0.365336124,0.01605597,-0.034220817
530,7.319419943,7.341466854,6.355439731,0.02204691,-0.963980213,0.003012112,-0.131701722
531,9.96580356,9.941552089,9.172265817,-0.024251471,-0.793537743,-0.002433469,-0.079626067
532,7.60869909,7.91234762,7.10531532,0.30364853,-0.503383769,0.039908075,-0.06615898
533,9.743174401,9.691043018,8.845189778,-0.052131383,-0.897984623,-0.005350554,-0.092165508
534,7.729495613,7.848197515,6.935959024,0.118701901,-0.79353659,0.015357005,-0.102663437
535,7.77634951,8.078116508,7.042399099,0.301766998,-0.733950411,0.03880574,-0.094382385
536,10.77325301,10.78606572,10.25458893,0.012812714,-0.518664084,0.001189308,-0.048143684
537,9.568119362,9.624922069,8.483122363,0.056802706,-1.084996999,0.005936664,-0.113397101
538,10.23336503,10.34999213,9.558383967,0.116627096,-0.674981064,0.011396749,-0.065958857
539,7.830022423,7.884396824,6.878157944,0.054374402,-0.951864479,0.006944348,-0.121565997
540,8.955003665,9.108252875,8.523647847,0.15324921,-0.431355818,0.017113249,-0.048169251
541,10.19277327,10.33462571,9.626951888,0.141852434,-0.565821386,0.013916962,-0.055512015
542,7.647492653,7.958830263,6.984596417,0.31133761,-0.662896236,0.04071107,-0.086681513
543,6.175302994,6.423583838,5.551183372,0.248280844,-0.624119621,0.040205451,-0.101067044
544,9.514131878,9.678579291,9.133249697,0.164447413,-0.38088218,0.017284542,-0.040033309
545,8.041918297,8.291656396,7.403869636,0.249738099,-0.638048661,0.031054543,-0.079340356
546,7.14930643,7.430268263,6.466288124,0.280961834,-0.683018306,0.039299173,-0.095536303
547,9.210145213,9.350403219,8.344977215,0.140258007,-0.865167997,0.015228642,-0.093936412
548,8.005989174,8.130196865,7.140918231,0.124207691,-0.865070942,0.015514347,-0.108052974
549,9.496357813,9.61217348,8.906558999,0.115815667,-0.589798814,0.012195799,-0.062107897
550,9.098413127,9.033424832,7.975275249,-0.064988295,-1.123137879,-0.007142816,-0.123443271
551,9.199046748,9.385143459,8.411885566,0.186096711,-0.787161182,0.020229999,-0.085569864
552,7.190546277,7.277833076,6.318689388,0.087286799,-0.871856889,0.012139105,-0.121250438
553,9.256627073,9.503405585,8.777421123,0.246778512,-0.479205951,0.026659658,-0.051768959
554,7.284095314,7.406462008,6.427744963,0.122366694,-0.85635035,0.016799162,-0.117564408
555,9.507555717,9.529133759,8.568742355,0.021578042,-0.938813362,0.002269568,-0.098743924
556,7.824857315,7.972740651,6.964822471,0.147883335,-0.860034845,0.018899173,-0.109910611
557,7.379366718,7.754598305,6.638062454,0.375231587,-0.741304265,0.050848752,-0.100456353
558,9.303853461,9.298231863,8.373073632,-0.005621597,-0.930779829,-0.000604222,-0.1000424
559,8.576507682,8.644207553,7.66678958,0.067699872,-0.909718102,0.007893641,-0.106070925
560,8.169887918,8.399548836,7.583311438,0.229660918,-0.58657648,0.028110657,-0.071797372
561,8.474393343,8.523791908,7.43788486,0.049398565,-1.036508483,0.005829157,-0.122310641
562,10.33171531,10.33999278,9.459278816,0.008277465,-0.872436495,0.00080117,-0.08444256
563,8.839595629,8.829321882,7.736656791,-0.010273747,-1.102938838,-0.001162242,-0.124772544
564,7.537951091,7.618563013,6.575209879,0.080611922,-0.962741213,0.010694142,-0.127719217
565,9.041792712,9.038669955,7.858325144,-0.003122757,-1.183467568,-0.000345369,-0.130888598
566,7.622559891,7.96955155,6.996354312,0.346991659,-0.626205579,0.04552167,-0.082151611
567,7.249466182,7.48627724,6.593429403,0.236811058,-0.656036779,0.032665999,-0.090494495
568,7.152648285,7.16472589,6.310238394,0.012077605,-0.842409891,0.00168855,-0.117775942
569,6.950535111,7.268054033,6.178195088,0.317518922,-0.772340023,0.045682659,-0.111119505
570,9.021476815,9.023011624,8.121579886,0.001534809,-0.899896929,0.000170128,-0.099750512
571,8.975668002,9.208593039,8.258119809,0.232925037,-0.717548192,0.025950719,-0.079943709
572,8.84732825,8.906197626,7.891859543,0.058869376,-0.955468707,0.006653916,-0.107995169
573,7.173123396,7.141587,6.146186704,-0.031536396,-1.026936692,-0.004396466,-0.143164509
574,7.014931511,6.96791056,5.976878261,-0.047020952,-1.038053251,-0.006702981,-0.147977674
575,8.585614754,8.695390578,7.595599626,0.109775824,-0.990015128,0.012786018,-0.115310919
576,7.196752488,7.356709612,6.312350387,0.159957124,-0.884402101,0.022226292,-0.122889053
577,6.362947423,6.64206348,5.703081555,0.279116056,-0.659865868,0.043865844,-0.103704435
578,8.083471776,8.164723759,6.933272542,0.081251983,-1.150199234,0.01005162,-0.142290252
579,8.122471508,8.34846584,7.331067555,0.225994332,-0.791403953,0.027823346,-0.097433885
580,7.780970539,8.02305263,7.12714337,0.242082091,-0.65382717,0.031112069,-0.084029
581,8.120202724,8.16192186,7.491685767,0.041719136,-0.628516957,0.005137696,-0.077401634
582,7.708518636,7.984327565,7.03113097,0.275808929,-0.677387666,0.035779758,-0.087875206
583,7.860737502,8.031076777,7.169675712,0.170339275,-0.69106179,0.02166963,-0.087913098
584,7.867526365,8.191230307,7.242538537,0.323703942,-0.624987828,0.04114431,-0.079438924
585,8.726973893,8.88211777,7.874388413,0.155143877,-0.85258548,0.017777511,-0.097695431
586,6.770638486,6.970386452,6.00313731,0.199747966,-0.767501176,0.029502087,-0.113357282
587,7.058708183,7.399045147,6.510305648,0.340336964,-0.548402535,0.048215191,-0.077691629
588,7.57803601,7.915075119,6.933633534,0.337039109,-0.644402476,0.044475786,-0.085035552
589,6.880934369,7.250338161,6.231418974,0.369403792,-0.649515395,0.053685121,-0.094393488
590,7.379172518,7.563906424,6.70947933,0.184733906,-0.669693188,0.025034502,-0.09075451
591,7.625995924,8.003930663,7.004328437,0.377934739,-0.621667487,0.049558739,-0.081519515
592,8.998978718,9.027308979,8.071909483,0.028330261,-0.927069235,0.003148164,-0.103019383
593,7.998720096,8.171830924,7.113656527,0.173110829,-0.885063568,0.021642316,-0.110650649
594,7.441034134,7.564307603,6.476272565,0.123273469,-0.96476157,0.016566712,-0.129654233
595,7.51178832,7.815602333,6.872613549,0.303814013,-0.639174772,0.040444965,-0.085089561
596,7.851008512,8.04491258,7.011708473,0.193904068,-0.839300039,0.024697982,-0.106903468
597,8.336784423,8.48910678,7.447329857,0.152322356,-0.889454567,0.018271116,-0.106690364
